#pid	conf	gene_ids	eids	pathfinders	sif_edges
p151	0.893000	YLR113W|YJL057C|YLR449W|HOG1ID49	edge737|edge10171|edge8795	paths	YLR113W d YJL057C|YJL057C u YLR449W|YLR449W d HOG1ID49
p152	0.873000	YFR028C|YEL034W|YKL101W|CDC14RD30	edge12991|edge25990|edge21179	paths	YFR028C u YEL034W|YEL034W u YKL101W|YKL101W d CDC14RD30
p153	0.890000	YFR028C|YPL082C|YKL014C|CDC14RD30	edge2196|edge23038|edge9625	paths	YFR028C u YPL082C|YPL082C u YKL014C|YKL014C d CDC14RD30
p154	0.918000	YLR113W|YDR458C|YMR186W|HOG1ID46	edge4134|edge16397|edge9187	paths	YLR113W d YDR458C|YDR458C u YMR186W|YMR186W d HOG1ID46
p155	0.049000	YFR028C|YFR010W|YHR089C|CDC14ID19	edge2144|edge6894|edge2325	paths	YFR028C d YFR010W|YFR010W u YHR089C|YHR089C d CDC14ID19
p156	0.906000	YFR028C|YPL001W|YIL115C|CDC14RD31	edge23528|edge3833|edge8541	paths	YFR028C u YPL001W|YPL001W u YIL115C|YIL115C d CDC14RD31
p157	0.093000	YLR113W|YMR236W|YDR510W|HOG1IA45	edge21891|edge24438|edge6756	paths	YLR113W u YMR236W|YMR236W u YDR510W|YDR510W d HOG1IA45
p158	0.917000	YLR113W|YKL145W|YHR197W|HOG1ID42	edge1924|edge12578|edge16896	paths	YLR113W u YKL145W|YKL145W u YHR197W|YHR197W d HOG1ID42
p159	0.912000	YLR113W|YPR119W|HOG1ID47|YJR076C|HOG1ID44	edge12964|edge8582|edge9287|edge10695	paths	YLR113W u YPR119W|YPR119W d HOG1ID47|HOG1ID47 d YJR076C|YJR076C d HOG1ID44
p160	0.959000	YOR360C|YPL204W|PDE2RA70	edge1729|edge10197	paths	YOR360C u YPL204W|YPL204W d PDE2RA70
p161	0.868000	YFR028C|YPL153C|YPR119W|CDC14ID26	edge12962|edge6779|edge16326	paths	YFR028C u YPL153C|YPL153C d YPR119W|YPR119W d CDC14ID26
p162	0.925000	YFR028C|YDL028C|YOR083W|CDC14RD30	edge23406|edge10017|edge7689	paths	YFR028C d YDL028C|YDL028C u YOR083W|YOR083W d CDC14RD30
p163	0.868000	YFR028C|YPL153C|YPR119W|CDC14ID25	edge12962|edge6779|edge13711	paths	YFR028C u YPL153C|YPL153C d YPR119W|YPR119W d CDC14ID25
p164	0.916000	YFR028C|YFL024C|YPR025C|CDC14RD31	edge19746|edge9819|edge3687	paths	YFR028C u YFL024C|YFL024C u YPR025C|YPR025C d CDC14RD31
p165	0.912000	YLR113W|YPR119W|HOG1ID47|YJR076C|HOG1ID46	edge12964|edge8582|edge9287|edge18779	paths	YLR113W u YPR119W|YPR119W d HOG1ID47|HOG1ID47 d YJR076C|YJR076C d HOG1ID46
p166	0.129000	YFR028C|YIL061C|YPL093W|CDC14RD36	edge20890|edge19816|edge9220	paths	YFR028C u YIL061C|YIL061C u YPL093W|YPL093W d CDC14RD36
p167	0.098000	YLR113W|YOL077C|YDR091C|HOG1RA51	edge12605|edge17284|edge9799	paths	YLR113W u YOL077C|YOL077C u YDR091C|YDR091C d HOG1RA51
p168	0.902000	YOR360C|YPL266W|YHR165C|PDE2RD75	edge6539|edge13688|edge15063	paths	YOR360C u YPL266W|YPL266W u YHR165C|YHR165C d PDE2RD75
p169	0.913000	YOR360C|YPL204W|NPR12|YDR466W|PDE2RA68	edge1729|edge16903|edge23433|edge16155	paths	YOR360C u YPL204W|YPL204W d NPR12|NPR12 d YDR466W|YDR466W d PDE2RA68
p170	0.910000	YLR113W|YPR119W|YHR158C|HOG1ID42	edge12964|edge2651|edge13564	paths	YLR113W u YPR119W|YPR119W u YHR158C|YHR158C d HOG1ID42
p171	0.142000	YFR028C|YGR270W|YPL093W|CDC14RD36	edge19759|edge5160|edge9220	paths	YFR028C u YGR270W|YGR270W u YPL093W|YPL093W d CDC14RD36
p172	0.900000	YLR113W|YKL196C|YBR135W|HOG1ID47	edge14337|edge16455|edge18899	paths	YLR113W d YKL196C|YKL196C u YBR135W|YBR135W d HOG1ID47
p173	0.873000	YFR028C|YDL140C|YPR119W|CDC14ID25	edge12491|edge4600|edge13711	paths	YFR028C u YDL140C|YDL140C u YPR119W|YPR119W d CDC14ID25
p174	0.906000	YFR028C|YPL001W|HOG1ID46|YIL115C|CDC14ID21	edge23528|edge1539|edge20846|edge5744	paths	YFR028C u YPL001W|YPL001W d HOG1ID46|HOG1ID46 d YIL115C|YIL115C d CDC14ID21
p175	0.873000	YFR028C|YDL140C|YPR119W|CDC14ID26	edge12491|edge4600|edge16326	paths	YFR028C u YDL140C|YDL140C u YPR119W|YPR119W d CDC14ID26
p176	0.895000	YFR028C|YGR092W|YNL183C|CDC14RD31	edge18595|edge14617|edge20611	paths	YFR028C u YGR092W|YGR092W d YNL183C|YNL183C d CDC14RD31
p177	0.891000	YFR028C|YGR092W|YAL005C|CDC14RD35	edge18595|edge5352|edge25799	paths	YFR028C u YGR092W|YGR092W u YAL005C|YAL005C d CDC14RD35
p178	0.118000	YFR028C|YGR276C|YAL005C|CDC14RD35	edge25736|edge2381|edge25799	paths	YFR028C u YGR276C|YGR276C u YAL005C|YAL005C d CDC14RD35
p179	0.038000	YFR028C|YBL058W|YHR089C|CDC14ID19	edge13559|edge26515|edge2325	paths	YFR028C u YBL058W|YBL058W u YHR089C|YHR089C d CDC14ID19
p180	0.913000	YFR028C|YEL034W|YNL307C|CDC14ID22	edge12991|edge9098|edge18998	paths	YFR028C u YEL034W|YEL034W u YNL307C|YNL307C d CDC14ID22
p181	0.903000	YFR028C|YPL082C|YJL106W|CDC14RA34	edge2196|edge24993|edge14359	paths	YFR028C u YPL082C|YPL082C u YJL106W|YJL106W d CDC14RA34
p182	0.879000	YFR028C|YPL153C|YDR477W|CDC14RA40	edge12962|edge13219|edge24994	paths	YFR028C u YPL153C|YPL153C u YDR477W|YDR477W d CDC14RA40
p183	0.886000	YFR028C|YLL039C|YPR119W|CDC14ID26	edge10892|edge24754|edge16326	paths	YFR028C u YLL039C|YLL039C u YPR119W|YPR119W d CDC14ID26
p184	0.943000	YFR028C|YPL082C|CDC14RD32	edge2196|edge24623	paths	YFR028C u YPL082C|YPL082C d CDC14RD32
p185	0.865000	YFR028C|YBR200W|YLL036C|CDC14RA40	edge23207|edge17194|edge13489	paths	YFR028C u YBR200W|YBR200W u YLL036C|YLL036C d CDC14RA40
p186	0.896000	YLR113W|YBR118W|YDR510W|HOG1IA45	edge9417|edge14238|edge6756	paths	YLR113W u YBR118W|YBR118W u YDR510W|YDR510W d HOG1IA45
p187	0.886000	YFR028C|YLL039C|YPR119W|CDC14ID25	edge10892|edge24754|edge13711	paths	YFR028C u YLL039C|YLL039C u YPR119W|YPR119W d CDC14ID25
p188	0.919000	YFR028C|YFL024C|YLL004W|CDC14RA40	edge19746|edge13511|edge5893	paths	YFR028C u YFL024C|YFL024C u YLL004W|YLL004W d CDC14RA40
p189	0.099000	YFR028C|YJL041W|YPL093W|CDC14RD36	edge6015|edge25901|edge9220	paths	YFR028C u YJL041W|YJL041W u YPL093W|YPL093W d CDC14RD36
p190	0.022000	YFR028C|YML032C|YPR187W|CDC14RD30	edge13929|edge3311|edge7921	paths	YFR028C u YML032C|YML032C u YPR187W|YPR187W d CDC14RD30
p191	0.868000	YFR028C|YIL019W|YKL009W|CDC14RA40	edge9917|edge2943|edge5948	paths	YFR028C u YIL019W|YIL019W u YKL009W|YKL009W d CDC14RA40
p192	0.912000	YFR028C|YGL205W|NPI3|YJL080C|CDC14RD30	edge24151|edge19852|edge6909|edge22963	paths	YFR028C u YGL205W|YGL205W d NPI3|NPI3 d YJL080C|YJL080C d CDC14RD30
p193	0.109000	YFR028C|YNR018W|YDR477W|CDC14RD36	edge11441|edge11426|edge24251	paths	YFR028C u YNR018W|YNR018W u YDR477W|YDR477W d CDC14RD36
p194	0.000000	YFR028C|YIL006W|YKL014C|CDC14RD30	edge9874|edge4965|edge9625	paths	YFR028C u YIL006W|YIL006W u YKL014C|YKL014C d CDC14RD30
p195	0.906000	YFR028C|YDR381W|YGL003C|CDC14RA40	edge17976|edge1205|edge26991	paths	YFR028C d YDR381W|YDR381W u YGL003C|YGL003C d CDC14RA40
p196	0.100000	YFR028C|YKR081C|YCR072C|CDC14ID21	edge2053|edge13492|edge2777	paths	YFR028C u YKR081C|YKR081C u YCR072C|YCR072C d CDC14ID21
p197	0.901000	YLR113W|YLR009W|YAR014C|HOG1ID42	edge16132|edge13376|edge19436	paths	YLR113W d YLR009W|YLR009W u YAR014C|YAR014C d HOG1ID42
p198	0.884000	YFR028C|YDL140C|YKL185W|CDC14RD30	edge12491|edge24883|edge16303	paths	YFR028C u YDL140C|YDL140C u YKL185W|YKL185W d CDC14RD30
p199	0.000000	YFR028C|YBR088C|YNL183C|CDC14RD31	edge26818|edge24476|edge20611	paths	YFR028C u YBR088C|YBR088C u YNL183C|YNL183C d CDC14RD31
p200	0.861000	YFR028C|YGR052W|YPL082C|CDC14RD32	edge11734|edge12443|edge24623	paths	YFR028C u YGR052W|YGR052W u YPL082C|YPL082C d CDC14RD32
p201	0.909000	YFR028C|YDL028C|YKL101W|CDC14RD30	edge23406|edge24733|edge21179	paths	YFR028C d YDL028C|YDL028C u YKL101W|YKL101W d CDC14RD30
p202	0.125000	YFR028C|YLR274W|YDR113C|CDC14RD30	edge21025|edge11776|edge15483	paths	YFR028C u YLR274W|YLR274W u YDR113C|YDR113C d CDC14RD30
p203	0.867000	YLR113W|YNL131W|YDR510W|HOG1IA45	edge8616|edge26|edge6756	paths	YLR113W u YNL131W|YNL131W u YDR510W|YDR510W d HOG1IA45
p204	0.912000	YFR028C|YLL024C|CDC14RD31|YKL101W|CDC14RD30	edge23318|edge3283|edge1977|edge21179	paths	YFR028C u YLL024C|YLL024C d CDC14RD31|CDC14RD31 d YKL101W|YKL101W d CDC14RD30
p205	0.910000	YFR028C|YDL028C|YPL180W|CDC14RD31	edge23406|edge19464|edge15473	paths	YFR028C d YDL028C|YDL028C u YPL180W|YPL180W d CDC14RD31
p206	0.908000	YLR113W|YPL213W|YPL001W|HOG1ID46	edge3101|edge10478|edge1539	paths	YLR113W u YPL213W|YPL213W u YPL001W|YPL001W d HOG1ID46
