matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Constituent	npr8	YKL166C	1	0	Kinase	
Constituent	npr8	YLR310C	1	0		
Constituent	npr8	YLR410W	1	0		
Constituent	npr8	YNL074C	1	0		
Constituent	npr8	YNL298W	1	0	Kinase	
Constituent	npr8	YOR219C	1	0		
Constituent	npr8	YPL032C	1	0		
Constituent	npr8	YPL085W	1	0		
Constituent	pde2ra65	YJL020C	1	0		
Constituent	pde2ra65	YML016C	1	0	Phosphatase	
Constituent	pde2ra65	YBR130C	1	0		
Constituent	pde2ra65	YHR097C	1	0		
Constituent	pde2ra65	YKL181W	1	0		
Constituent	pde2ra65	YNL098C	1	0		
Constituent	cdc14rd31	YER155C	1	0		
Constituent	cdc14rd31	YGL021W	1	0	Kinase	
Constituent	cdc14rd31	YGR008C	1	0		
Constituent	cdc14rd31	YHR082C	1	0	Kinase	
Constituent	cdc14rd31	YIL135C	1	0	Yes	
Constituent	cdc14rd31	YKL101W	1	0	Kinase	
Constituent	cdc14rd31	YLR096W	1	0	Kinase	
Constituent	cdc14rd31	YLR371W	1	0		
Constituent	cdc14rd31	YNR031C	1	0	Kinase	
Constituent	cdc14rd31	YOR008C	1	0		
Constituent	cdc14rd31	YOR070C	1	0		
Constituent	cdc14rd31	YER088C	1	0		
Constituent	hog1rd52	YNL027W	1	0		
Constituent	hog1rd52	YER088C	1	0		
Constituent	npr9	YAL017W	1	0	Kinase	
Constituent	npr9	YBR001C	1	0		
Constituent	npr9	YBR028C	1	0	Kinase	
Constituent	npr9	YBR157C	1	0		
Constituent	npr9	YBR225W	1	0		
Constituent	npr9	YBR235W	1	0		
Constituent	npr9	YCL010C	1	0		
Constituent	npr9	YCL011C	1	0		
Constituent	npr9	YCR023C	1	0		
Constituent	npr9	YCR077C	1	0		
Constituent	npr9	YDL105W	1	0		
Constituent	npr9	YDL189W	1	0		
Constituent	npr9	YDR001C	1	0		
Constituent	npr9	YDR005C	1	0		
Constituent	npr9	YDR207C	1	0		
Constituent	npr9	YDR227W	1	0		
Constituent	npr9	YDR293C	1	0	Yes	
Constituent	npr9	YDR422C	1	0		
Constituent	npr9	YDR436W	1	0	Phosphatase	
Constituent	npr9	YER088C	1	0		
Constituent	npr9	YER093C	1	0		
Constituent	npr9	YER114C	1	0		
Constituent	npr9	YER132C	1	0		
Constituent	npr9	YFL004W	1	0		
Constituent	npr9	YFL042C	1	0		
Constituent	npr9	YFR034C	1	0		
Constituent	npr9	YGL197W	1	0		
Constituent	npr9	YHL003C	1	0		
Constituent	npr9	YHR009C	1	0		
Constituent	npr9	YHR082C	1	0	Kinase	
Constituent	npr9	YHR117W	1	0		
Constituent	npr9	YIL047C	1	0		
Constituent	npr9	YIL074C	1	0		
Constituent	npr9	YJL005W	1	0		
Constituent	npr9	YJL020C	1	0		
Constituent	npr9	YJL042W	1	0		
Constituent	npr9	YJL084C	1	0		
Constituent	npr9	YJL146W	1	0		
Constituent	npr9	YJR001W	1	0		
Constituent	npr9	YJR049C	1	0		
Constituent	npr9	YKL008C	1	0		
Constituent	npr9	YKL064W	1	0		
Constituent	npr9	YKL088W	1	0		
Constituent	npr9	YKL185W	1	0		
Constituent	npr9	YKR031C	1	0		
Constituent	npr9	YLL018C	1	0		
Constituent	npr9	YLL029W	1	0		
Constituent	npr9	YLR045C	1	0		
Constituent	npr9	YLR190W	1	0		
Constituent	npr9	YLR219W	1	0		
Constituent	npr9	YLR259C	1	0		
Constituent	npr9	YLR319C	1	0		
Constituent	npr9	YLR371W	1	0		
Constituent	npr9	YLR410W	1	0		
Constituent	npr9	YMR037C	1	0		
Constituent	npr9	YMR219W	1	0		
Constituent	npr9	YNL076W	1	0		
Constituent	npr9	YNL167C	1	0		
Constituent	npr9	YOL081W	1	0		
Constituent	npr9	YOR018W	1	0		
Constituent	npr9	YOR093C	1	0		
Constituent	npr9	YOR156C	1	0		
Constituent	npr9	YOR324C	1	0		
Constituent	npr9	YOR352W	1	0		
Constituent	npr9	YPL019C	1	0		
Constituent	npr9	YPR032W	1	0		
Constituent	npr9	YPR091C	1	0		
Constituent	pde2ra66	YKL140W	1	0		
Constituent	pde2ra66	YLL015W	1	0		
Constituent	cdc14rd37	YGR278W	1	0		
Constituent	cdc14rd37	YHL023C	1	0		
Constituent	cdc14rd37	YLR257W	1	0		
Constituent	cdc14rd37	YML029W	1	0		
Constituent	cdc14rd37	YOR204W	1	0		
Constituent	cdc14rd37	YPR095C	1	0		
Constituent	hog1rd56	YBL085W	1	0		
Constituent	hog1rd56	YDR006C	1	0		
Constituent	hog1rd56	YDR379W	1	0		
Constituent	hog1rd56	YJL128C	1	0	Kinase	
Constituent	hog1rd56	YEL046C	1	0		
Constituent	hog1rd56	YIL129C	1	0		
Constituent	npr14	YAL031C	1	0		
Constituent	npr14	YBL051C	1	0		
Constituent	npr14	YBL085W	1	0		
Constituent	npr14	YDL070W	1	0		
Constituent	npr14	YDR186C	1	0		
Constituent	npr14	YDR326C	1	0		
Constituent	npr14	YEL015W	1	0		
Constituent	npr14	YEL022W	1	0		
Constituent	npr14	YER088C	1	0		
Constituent	npr14	YER129W	1	0	Kinase	
Constituent	npr14	YER155C	1	0		
Constituent	npr14	YGL178W	1	0		
Constituent	npr14	YGR196C	1	0		
Constituent	npr14	YGR237C	1	0		
Constituent	npr14	YHR102W	1	0	Kinase	
Constituent	npr14	YHR159W	1	0		
Constituent	npr14	YIL129C	1	0		
Constituent	npr14	YIL159W	1	0		
Constituent	npr14	YKL176C	1	0		
Constituent	npr14	YLR190W	1	0		
Constituent	npr14	YLR309C	1	0		
Constituent	npr14	YLR405W	1	0		
Constituent	npr14	YML017W	1	0		
Constituent	npr14	YMR086W	1	0		
Constituent	npr14	YMR261C	1	0		
Constituent	npr14	YMR275C	1	0		
Constituent	npr14	YNL267W	1	0		
Constituent	npr14	YNL271C	1	0		
Constituent	npr14	YOL059W	1	0		
Constituent	npr14	YPL020C	1	0		
Constituent	npr14	YPL137C	1	0		
Constituent	npr14	YPL155C	1	0		
Constituent	npr14	YPR185W	1	0		
Constituent	npr14	YPR190C	1	0		
Constituent	pde2ra71	YDR310C	1	0		
Constituent	pde2ra71	YIL047C	1	0		
Constituent	pde2ra71	YKL112W	1	0		
Constituent	pde2ra71	YOR204W	1	0		
Constituent	pde2ra71	YPR095C	1	0		
Constituent	pde2rd72	YEL046C	1	0		
Constituent	pde2rd72	YIL129C	1	0		
Constituent	cdc14ra34	YDL022W	1	0		
Constituent	cdc14ra34	YML072C	1	0		
Constituent	cdc14ra34	YOR153W	1	0		
Constituent	cdc14rd36	YCR002C	1	0		
Constituent	cdc14rd36	YEL032W	1	0		
Constituent	cdc14rd36	YER008C	1	0		
Constituent	cdc14rd36	YER155C	1	0		
Constituent	cdc14rd36	YFR048W	1	0		
Constituent	cdc14rd36	YKL101W	1	0	Kinase	
Constituent	cdc14rd36	YML029W	1	0		
Constituent	cdc14rd36	YOR093C	1	0		
Constituent	cdc14rd36	YOR153W	1	0		
Constituent	cdc14rd36	YPR042C	1	0		
Constituent	cdc14rd36	YPR156C	1	0		
Constituent	npr13	YBL007C	1	0		
Constituent	npr13	YBL051C	1	0		
Constituent	npr13	YBL054W	1	0		
Constituent	npr13	YDL022W	1	0		
Constituent	npr13	YDR182W	1	0		
Constituent	npr13	YDR293C	1	0		
Constituent	npr13	YDR348C	1	0		
Constituent	npr13	YDR389W	1	0		
Constituent	npr13	YDR436W	1	0	Phosphatase	
Constituent	npr13	YDR496C	1	0		
Constituent	npr13	YEL032W	1	0		
Constituent	npr13	YFL016C	1	0		
Constituent	npr13	YGL021W	1	0	Kinase	
Constituent	npr13	YGR054W	1	0		
Constituent	npr13	YGR138C	1	0	Yes	
Constituent	npr13	YHL008C	1	0		
Constituent	npr13	YIL047C	1	0		
Constituent	npr13	YJR049C	1	0		
Constituent	npr13	YKL126W	1	0	Kinase	
Constituent	npr13	YLL028W	1	0	Yes	
Constituent	npr13	YLR287CA	1	0		
Constituent	npr13	YML072C	1	0		
Constituent	npr13	YMR295C	1	0		
Constituent	npr13	YNR008W	1	0		
Constituent	npr13	YOL081W	1	0		
Constituent	npr13	YPL019C	1	0		
Constituent	npr13	YPR156C	1	0	Yes	
Constituent	pde2ra70	YER155C	1	0		
Constituent	pde2ra70	YIL084C	1	0		
Constituent	pde2ra70	YIL095W	1	0	Kinase	
Constituent	pde2ra70	YLR138W	1	0		
Constituent	pde2ra70	YOL059W	1	0		
Constituent	pde2ra70	YPR156C	1	0		
Constituent	pde2ra70	YPL019C	1	0		
Constituent	cdc14rd32	YBL007C	1	0		
Constituent	cdc14rd32	YDL022W	1	0		
Constituent	cdc14rd32	YDR186C	1	0		
Constituent	cdc14rd32	YJL134W	1	0		
Constituent	cdc14rd32	YPR042C	1	0		
Constituent	cdc14rd32	YAL031C	1	0		
Constituent	cdc14rd32	YGR004W	1	0		
Constituent	cdc14rd32	YLR436C	1	0		
Constituent	hog1ra51	YOR175C	1	0		
Constituent	hog1ra51	YJR059W	1	0	Kinase	
Constituent	hog1ra51	YLR436C	1	0		
Constituent	hog1ra51	YOR204W	1	0		
Constituent	hog1rd53	YDL201W	1	0		
Constituent	hog1rd53	YLR206W	1	0		
Constituent	hog1rd53	YNR008W	1	0		
Constituent	hog1rd53	YOL013C	1	0		
Constituent	hog1rd53	YPL070W	1	0		
Constituent	npr10	YBL007C	1	0		
Constituent	npr10	YDL022W	1	0		
Constituent	npr10	YDR001C	1	0		
Constituent	npr10	YDR108W	1	0		
Constituent	npr10	YDR186C	1	0		
Constituent	npr10	YDR326C	1	0		
Constituent	npr10	YER040W	1	0		
Constituent	npr10	YER111C	1	0		
Constituent	npr10	YER157W	1	0		
Constituent	npr10	YFR016C	1	0		
Constituent	npr10	YFR017C	1	0		
Constituent	npr10	YGR100W	1	0		
Constituent	npr10	YGR161C	1	0		
Constituent	npr10	YHL003C	1	0		
Constituent	npr10	YHR005C	1	0		
Constituent	npr10	YHR016C	1	0		
Constituent	npr10	YHR131C	1	0		
Constituent	npr10	YIR010W	1	0		
Constituent	npr10	YJL084C	1	0		
Constituent	npr10	YJR005W	1	0		
Constituent	npr10	YJR059W	1	0	Kinase|Yes
Constituent	npr10	YKL146W	1	0		
Constituent	npr10	YKL168C	1	0	Kinase	
Constituent	npr10	YKR090W	1	0		
Constituent	npr10	YLL043W	1	0		
Constituent	npr10	YLR386W	1	0		
Constituent	npr10	YMR261C	1	0		
Constituent	npr10	YNL027W	1	0		
Constituent	npr10	YNL299W	1	0		
Constituent	npr10	YNR008W	1	0		
Constituent	npr10	YNR039C	1	0		
Constituent	npr10	YNR047W	1	0	Kinase	
Constituent	npr10	YOR204W	1	0		
Constituent	npr10	YPL020C	1	0		
Constituent	npr10	YPL085W	1	0		
Constituent	npr10	YPL137C	1	0		
Constituent	pde2ra67	YGL140C	1	0		
Constituent	pde2ra67	YGL181W	1	0		
Constituent	pde2ra67	YHL003C	1	0		
Constituent	pde2ra67	YHR103W	1	0		
Constituent	pde2ra67	YJL165C	1	0	Kinase	
Constituent	pde2ra67	YML119W	1	0		
Constituent	pde2ra67	YAL031C	1	0		
Constituent	pde2ra67	YBL007C	1	0		
Constituent	pde2ra67	YGR004W	1	0		
Constituent	pde2ra67	YJR059W	1	0	Kinase	
Constituent	pde2ra67	YLR436C	1	0		
Constituent	pde2ra67	YOR204W	1	0		
Shared_Interaction	YAL001C	npi1	1	0		
Shared_Interaction	YAL011W	npr16	1	0		
Shared_Interaction	YAL023C	npr11	1	0		
Shared_Interaction	YAL038W	hog1id46	1	0		
Shared_Interaction	YBL079W	hog1id48	1	0		
Shared_Interaction	YBR010W	hog1rd55	1	0		
Shared_Interaction	YBR020W	cdc14ra40	1	0		
Shared_Interaction	YBR038W	npi4	1	0		
Shared_Interaction	YBR060C	pde2ra67	1	0		
Shared_Interaction	YBR089CA	cdc14id19	1	0		
Shared_Interaction	YBR089CA	npi3	1	0		
Shared_Interaction	YBR089CA	hog1id42	1	0		
Shared_Interaction	YBR112C	npr17	1	0		
Shared_Interaction	YBR119W	npr7	1	0		
Shared_Interaction	YBR119W	npi3	1	0		
Shared_Interaction	YBR160W	hog1id46	1	0		
Shared_Interaction	YBR179C	npi3	1	0		
Shared_Interaction	YBR201W	npi1	1	0		
Shared_Interaction	YBR202W	npr17	1	0		
Shared_Interaction	YBR279W	pde2ra69	1	0		
Shared_Interaction	YBR279W	hog1id49	1	0		
Shared_Interaction	YCL027W	npr14	1	0		
Shared_Interaction	YCL057CA	hog1id48	1	0		
Shared_Interaction	YCR008W	npr8	1	0		
Shared_Interaction	YCR073WA	hog1id42	1	0		
Shared_Interaction	YCR093W	hog1rd57	1	0		
Shared_Interaction	YCR093W	npr11	1	0		
Shared_Interaction	YDL107W	npr17	1	0		
Shared_Interaction	YDL115C	npr17	1	0		
Shared_Interaction	YDL116W	cdc14rd30	1	0		
Shared_Interaction	YDL132W	npi3	1	0		
Shared_Interaction	YDL140C	pde2id60	1	0		
Shared_Interaction	YDL140C	cdc14ra40	1	0		
Shared_Interaction	YDL147W	cdc14rd30	1	0		
Shared_Interaction	YDL147W	npr10	1	0		
Shared_Interaction	YDL153C	hog1id47	1	0		
Shared_Interaction	YDL153C	npi5	1	0		
Shared_Interaction	YDL156W	cdc14rd36	1	0		
Shared_Interaction	YDL203C	npr9	1	0		
Shared_Interaction	YDL207W	npi3	1	0		
Shared_Interaction	YDL214C	npr10	1	0		
Shared_Interaction	YDL223C	hog1id47	1	0		
Shared_Interaction	YDL245C	npr10	1	0		
Shared_Interaction	YDR099W	hog1rd57	1	0		
Shared_Interaction	YDR099W	npr17	1	0		
Shared_Interaction	YDR128W	cdc14rd31	1	0		
Shared_Interaction	YDR151C	npr14	1	0		
Shared_Interaction	YDR153C	npi1	1	0		
Shared_Interaction	YDR153C	hog1id42	1	0		
Shared_Interaction	YDR153C	cdc14id19	1	0		
Shared_Interaction	YDR153C	npr13	1	0		
Shared_Interaction	YDR153C	npr10	1	0		
Shared_Interaction	YDR166C	npr9	1	0		
Shared_Interaction	YDR167W	npr17	1	0		
Shared_Interaction	YDR172W	cdc14rd35	1	0		
Shared_Interaction	YDR201W	npr10	1	0		
Shared_Interaction	YDR225W	npr15	1	0		
Shared_Interaction	YDR227W	cdc14rd36	1	0		
Shared_Interaction	YDR323C	npi3	1	0		
Shared_Interaction	YDR325W	npi5	1	0		
Shared_Interaction	YDR334W	npi1	1	0		
Shared_Interaction	YDR354W	hog1id48	1	0		
Shared_Interaction	YDR356W	npr10	1	0		
Shared_Interaction	YDR359C	cdc14rd35	1	0		
Shared_Interaction	YDR363WA	npr14	1	0		
Shared_Interaction	YDR364C	hog1id44	1	0		
Shared_Interaction	YDR381W	cdc14rd36	1	0		
Shared_Interaction	YDR381W	cdc14rd35	1	0		
Shared_Interaction	YDR382W	hog1id42	1	0		
Shared_Interaction	YDR383C	npr10	1	0		
Shared_Interaction	YDR388W	cdc14id19	1	0		
Shared_Interaction	YDR388W	hog1id42	1	0		
Shared_Interaction	YDR392W	npi6	1	0		
Shared_Interaction	YDR392W	npr14	1	0		
Shared_Interaction	YDR394W	npi1	1	0		
Shared_Interaction	YDR407C	npr9	1	0		
Shared_Interaction	YDR448W	pde2ra70	1	0		
Shared_Interaction	YDR460W	cdc14rd31	1	0		
Shared_Interaction	YDR466W	hog1id47	1	0		
Shared_Interaction	YDR466W	npr15	1	0		
Shared_Interaction	YDR507C	npi3	1	0		
Shared_Interaction	YDR507C	cdc14rd31	1	0		
Shared_Interaction	YDR510W	npr10	1	0		
Shared_Interaction	YDR510W	npr17	1	0		
Shared_Interaction	YDR523C	npr15	1	0		
Shared_Interaction	YEL037C	npi1	1	0		
Shared_Interaction	YEL062W	npi3	1	0		
Shared_Interaction	YER032W	npr12	1	0		
Shared_Interaction	YER032W	npr17	1	0		
Shared_Interaction	YER087CB	npr7	1	0		
Shared_Interaction	YER110C	hog1ia45	1	0		
Shared_Interaction	YER111C	npr9	1	0		
Shared_Interaction	YER118C	npr10	1	0		
Shared_Interaction	YER122C	hog1id49	1	0		
Shared_Interaction	YER122C	npi1	1	0		
Shared_Interaction	YER125W	cdc14id21	1	0		
Shared_Interaction	YER125W	pde2id61	1	0		
Shared_Interaction	YER131W	npr9	1	0		
Shared_Interaction	YER133W	cdc14rd39	1	0		
Shared_Interaction	YER151C	npi3	1	0		
Shared_Interaction	YER171W	hog1id46	1	0		
Shared_Interaction	YFL002C	npi3	1	0		
Shared_Interaction	YFL029C	npr14	1	0		
Shared_Interaction	YFR014C	npi1	1	0		
Shared_Interaction	YFR014C	hog1id46	1	0		
Shared_Interaction	YFR052W	npi3	1	0		
Shared_Interaction	YGL019W	npi3	1	0		
Shared_Interaction	YGL019W	npi6	1	0		
Shared_Interaction	YGL035C	pde2ra67	1	0		
Shared_Interaction	YGL035C	npr10	1	0		
Shared_Interaction	YGL048C	cdc14rd30	1	0		
Shared_Interaction	YGL048C	npr9	1	0		
Shared_Interaction	YGL070C	npi4	1	0		
Shared_Interaction	YGL070C	npi1	1	0		
Shared_Interaction	YGL100W	npr8	1	0		
Shared_Interaction	YGL105W	hog1id42	1	0		
Shared_Interaction	YGL120C	cdc14ra40	1	0		
Shared_Interaction	YGL120C	cdc14rd30	1	0		
Shared_Interaction	YGL137W	hog1id42	1	0		
Shared_Interaction	YGL141W	npi1	1	0		
Shared_Interaction	YGL150C	npr17	1	0		
Shared_Interaction	YGL187C	cdc14rd31	1	0		
Shared_Interaction	YGL190C	pde2ra69	1	0		
Shared_Interaction	YGL200C	cdc14id19	1	0		
Shared_Interaction	YGL200C	npi1	1	0		
Shared_Interaction	YGL200C	hog1id42	1	0		
Shared_Interaction	YGL201C	hog1id46	1	0		
Shared_Interaction	YGL207W	pde2ra69	1	0		
Shared_Interaction	YGL212W	npr7	1	0		
Shared_Interaction	YGL241W	npi2	1	0		
Shared_Interaction	YGL241W	npi5	1	0		
Shared_Interaction	YGL253W	npr10	1	0		
Shared_Interaction	YGR038W	npr7	1	0		
Shared_Interaction	YGR040W	cdc14rd36	1	0		
Shared_Interaction	YGR040W	pde2ra71	1	0		
Shared_Interaction	YGR040W	cdc14rd37	1	0		
Shared_Interaction	YGR040W	pde2id61	1	0		
Shared_Interaction	YGR056W	cdc14rd31	1	0		
Shared_Interaction	YGR056W	npr10	1	0		
Shared_Interaction	YGR062C	npr12	1	0		
Shared_Interaction	YGR083C	npi1	1	0		
Shared_Interaction	YGR104C	pde2ra67	1	0		
Shared_Interaction	YGR128C	npi1	1	0		
Shared_Interaction	YGR129W	pde2ra67	1	0		
Shared_Interaction	YGR135W	npi3	1	0		
Shared_Interaction	YGR135W	npr11	1	0		
Shared_Interaction	YGR181W	npr8	1	0		
Shared_Interaction	YGR195W	npr10	1	0		
Shared_Interaction	YGR232W	cdc14rd30	1	0		
Shared_Interaction	YGR232W	cdc14rd31	1	0		
Shared_Interaction	YGR245C	npr15	1	0		
Shared_Interaction	YGR274C	cdc14rd30	1	0		
Shared_Interaction	YHL004W	hog1id49	1	0		
Shared_Interaction	YHL004W	pde2id64	1	0		
Shared_Interaction	YHL007C	npi5	1	0		
Shared_Interaction	YHL007C	pde2id62	1	0		
Shared_Interaction	YHL034C	npr9	1	0		
Shared_Interaction	YHR014W	hog1id42	1	0		
Shared_Interaction	YHR014W	npr10	1	0		
Shared_Interaction	YHR030C	npr16	1	0		
Shared_Interaction	YHR072WA	npr8	1	0		
Shared_Interaction	YHR072WA	npr9	1	0		
Shared_Interaction	YHR079C	npr12	1	0		
Shared_Interaction	YHR082C	npr17	1	0		
Shared_Interaction	YHR085W	cdc14rd30	1	0		
Shared_Interaction	YHR117W	npi6	1	0		
Shared_Interaction	YHR118C	npr10	1	0		
Shared_Interaction	YHR119W	npi4	1	0		
Shared_Interaction	YHR154W	npi1	1	0		
Shared_Interaction	YHR165C	npr7	1	0		
Shared_Interaction	YHR186C	npr12	1	0		
Shared_Interaction	YHR196W	cdc14rd35	1	0		
Shared_Interaction	YHR200W	cdc14id21	1	0		
Shared_Interaction	YHR200W	hog1ia43	1	0		
Shared_Interaction	YHR200W	npi1	1	0		
Shared_Interaction	YHR214CC	npr16	1	0		
Shared_Interaction	YIL007C	npi3	1	0		
Shared_Interaction	YIL021W	pde2ra68	1	0		
Shared_Interaction	YIL021W	npi5	1	0		
Shared_Interaction	YIL035C	cdc14rd31	1	0		
Shared_Interaction	YIL035C	cdc14rd36	1	0		
Shared_Interaction	YIL075C	npr7	1	0		
Shared_Interaction	YIL075C	npi3	1	0		
Shared_Interaction	YIL091C	hog1id42	1	0		
Shared_Interaction	YIL094C	npr16	1	0		
Shared_Interaction	YIL105C	npr12	1	0		
Shared_Interaction	YIL107C	npr16	1	0		
Shared_Interaction	YIL109C	cdc14rd30	1	0		
Shared_Interaction	YIL109C	npr8	1	0		
Shared_Interaction	YIL155C	npr8	1	0		
Shared_Interaction	YIL162W	cdc14rd36	1	0		
Shared_Interaction	YIL162W	npi5	1	0		
Shared_Interaction	YIR006C	hog1id44	1	0		
Shared_Interaction	YJL006C	npi3	1	0		
Shared_Interaction	YJL010C	cdc14rd31	1	0		
Shared_Interaction	YJL014W	cdc14rd30	1	0		
Shared_Interaction	YJL034W	cdc14rd31	1	0		
Shared_Interaction	YJL061W	pde2ra69	1	0		
Shared_Interaction	YJL076W	pde2ra69	1	0		
Shared_Interaction	YJL092W	pde2id61	1	0		
Shared_Interaction	YJL092W	hog1id46	1	0		
Shared_Interaction	YJL124C	npi5	1	0		
Shared_Interaction	YJL164C	hog1rd57	1	0		
Shared_Interaction	YJL167W	npr9	1	0		
Shared_Interaction	YJL187C	cdc14rd36	1	0		
Shared_Interaction	YJL187C	npr11	1	0		
Shared_Interaction	YJR006W	hog1id42	1	0		
Shared_Interaction	YJR007W	npi5	1	0		
Shared_Interaction	YJR042W	hog1id42	1	0		
Shared_Interaction	YJR072C	npr10	1	0		
Shared_Interaction	YJR074W	npr14	1	0		
Shared_Interaction	YJR082C	npr7	1	0		
Shared_Interaction	YJR083C	npi1	1	0		
Shared_Interaction	YJR086W	npr16	1	0		
Shared_Interaction	YJR093C	npi3	1	0		
Shared_Interaction	YJR138W	npi3	1	0		
Shared_Interaction	YKL006CA	pde2ra69	1	0		
Shared_Interaction	YKL038W	npi1	1	0		
Shared_Interaction	YKL042W	npi5	1	0		
Shared_Interaction	YKL048C	npi4	1	0		
Shared_Interaction	YKL068W	hog1id47	1	0		
Shared_Interaction	YKL110C	cdc14rd30	1	0		
Shared_Interaction	YKL117W	pde2ra67	1	0		
Shared_Interaction	YKL125W	hog1id42	1	0		
Shared_Interaction	YKL141W	npi3	1	0		
Shared_Interaction	YKL145W	hog1ra51	1	0		
Shared_Interaction	YKL145W	pde2ra67	1	0		
Shared_Interaction	YKL181W	npr10	1	0		
Shared_Interaction	YKL196C	npi5	1	0		
Shared_Interaction	YKL210W	cdc14rd36	1	0		
Shared_Interaction	YKR009C	npr12	1	0		
Shared_Interaction	YKR031C	npr14	1	0		
Shared_Interaction	YKR031C	npr10	1	0		
Shared_Interaction	YKR062W	npi1	1	0		
Shared_Interaction	YKR062W	hog1id42	1	0		
Shared_Interaction	YKR092C	npi3	1	0		
Shared_Interaction	YKR097W	hog1id42	1	0		
Shared_Interaction	YLL004W	npi2	1	0		
Shared_Interaction	YLL021W	npi5	1	0		
Shared_Interaction	YLL028W	npr9	1	0		
Shared_Interaction	YLL036C	cdc14rd31	1	0		
Shared_Interaction	YLL036C	npi1	1	0		
Shared_Interaction	YLL045C	npr16	1	0		
Shared_Interaction	YLR002C	npr9	1	0		
Shared_Interaction	YLR026C	npr17	1	0		
Shared_Interaction	YLR026C	npr16	1	0		
Shared_Interaction	YLR044C	pde2ra76	1	0		
Shared_Interaction	YLR044C	npr17	1	0		
Shared_Interaction	YLR079W	npr17	1	0		
Shared_Interaction	YLR102C	pde2ra69	1	0		
Shared_Interaction	YLR102C	npr17	1	0		
Shared_Interaction	YLR116W	npr7	1	0		
Shared_Interaction	YLR146C	npi3	1	0		
Shared_Interaction	YLR178C	npr17	1	0		
Shared_Interaction	YLR207W	npr16	1	0		
Shared_Interaction	YLR209C	cdc14rd30	1	0		
Shared_Interaction	YLR209C	npr9	1	0		
Shared_Interaction	YLR212C	npi3	1	0		
Shared_Interaction	YLR248W	hog1id48	1	0		
Shared_Interaction	YLR248W	hog1id46	1	0		
Shared_Interaction	YLR263W	cdc14rd31	1	0		
Shared_Interaction	YLR263W	npi5	1	0		
Shared_Interaction	YLR293C	cdc14rd31	1	0		
Shared_Interaction	YLR293C	npr11	1	0		
Shared_Interaction	YLR293C	npi4	1	0		
Shared_Interaction	YLR300W	npr10	1	0		
Shared_Interaction	YLR314C	cdc14ra40	1	0		
Shared_Interaction	YLR324W	npr16	1	0		
Shared_Interaction	YLR340W	pde2ra67	1	0		
Shared_Interaction	YLR357W	npr9	1	0		
Shared_Interaction	YLR377C	npi4	1	0		
Shared_Interaction	YLR377C	hog1id46	1	0		
Shared_Interaction	YLR384C	npi3	1	0		
Shared_Interaction	YLR403W	hog1id48	1	0		
Shared_Interaction	YLR418C	hog1id42	1	0		
Shared_Interaction	YLR429W	npr16	1	0		
Shared_Interaction	YLR430W	npr10	1	0		
Shared_Interaction	YLR438CA	cdc14rd31	1	0		
Shared_Interaction	YLR450W	npr16	1	0		
Shared_Interaction	YLR450W	npr9	1	0		
Shared_Interaction	YML008C	npr9	1	0		
Shared_Interaction	YML008C	npr8	1	0		
Shared_Interaction	YML008C	npi5	1	0		
Shared_Interaction	YML008C	npr17	1	0		
Shared_Interaction	YML015C	hog1id46	1	0		
Shared_Interaction	YML030W	npi5	1	0		
Shared_Interaction	YML031W	npr17	1	0		
Shared_Interaction	YML045WA	cdc14rd30	1	0		
Shared_Interaction	YML051W	npi3	1	0		
Shared_Interaction	YML062C	cdc14rd30	1	0		
Shared_Interaction	YML062C	hog1rd57	1	0		
Shared_Interaction	YML062C	npr9	1	0		
Shared_Interaction	YML062C	npr8	1	0		
Shared_Interaction	YML062C	npi5	1	0		
Shared_Interaction	YML062C	hog1id42	1	0		
Shared_Interaction	YML062C	npr10	1	0		
Shared_Interaction	YML064C	npi5	1	0		
Shared_Interaction	YML065W	pde2ra69	1	0		
Shared_Interaction	YML073C	pde2ra69	1	0		
Shared_Interaction	YML073C	npi3	1	0		
Shared_Interaction	YML077W	npi4	1	0		
Shared_Interaction	YML081CA	npi3	1	0		
Shared_Interaction	YML091C	npr11	1	0		
Shared_Interaction	YML098W	npi3	1	0		
Shared_Interaction	YML102W	npi5	1	0		
Shared_Interaction	YMR001C	npr11	1	0		
Shared_Interaction	YMR001C	npr14	1	0		
Shared_Interaction	YMR001C	npi1	1	0		
Shared_Interaction	YMR001C	pde2ra70	1	0		
Shared_Interaction	YMR020W	npr7	1	0		
Shared_Interaction	YMR054W	npi3	1	0		
Shared_Interaction	YMR083W	cdc14ra40	1	0		
Shared_Interaction	YMR083W	npr10	1	0		
Shared_Interaction	YMR102C	npr12	1	0		
Shared_Interaction	YMR125W	npr17	1	0		
Shared_Interaction	YMR131C	npi3	1	0		
Shared_Interaction	YMR135C	npr10	1	0		
Shared_Interaction	YMR197C	npr10	1	0		
Shared_Interaction	YMR203W	cdc14rd31	1	0		
Shared_Interaction	YMR203W	npi1	1	0		
Shared_Interaction	YMR203W	npi5	1	0		
Shared_Interaction	YMR203W	hog1id42	1	0		
Shared_Interaction	YMR213W	pde2ra68	1	0		
Shared_Interaction	YMR213W	hog1id44	1	0		
Shared_Interaction	YMR229C	pde2ra68	1	0		
Shared_Interaction	YMR229C	npr7	1	0		
