#pid	gene_ids	eids	pathfinders	sif_edges
p131	YLR113W|NPR66|YHR082C|HOG1ID29|YLR248W|HOG1ID25	edge22071|edge16635|edge11764|edge21823|edge9905	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID25
p132	YFR028C|PDE2ID42|YLR248W|PDE2RA52|YDR507C|CDC14RD23	edge14811|edge5702|edge6775|edge11481|edge23009	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23
p133	YFR028C|YKL203C|YOL139C|CDC14ID9	edge16089|edge2770|edge21668	paths	YFR028C u YKL203C|YKL203C d YOL139C|YOL139C d CDC14ID9
p134	YLR113W|PDE2RA52|YBR130C|YFL039C|HOG1ID32	edge26596|edge11302|edge15293|edge27500	paths	YLR113W d PDE2RA52|PDE2RA52 d YBR130C|YBR130C u YFL039C|YFL039C d HOG1ID32
p135	YFR028C|HOG1RD33|YLR096W|YMR196W|CDC14RD20	edge9388|edge7059|edge14433|edge21766	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YMR196W|YMR196W d CDC14RD20
p136	YLR113W|NPR66|YLR429W|YJR065C|HOG1ID32	edge22071|edge15080|edge13369|edge21830	paths	YLR113W d NPR66|NPR66 d YLR429W|YLR429W u YJR065C|YJR065C d HOG1ID32
p137	YLR113W|YDL140C|YML121W|HOG1ID31	edge25100|edge3213|edge22637	paths	YLR113W d YDL140C|YDL140C u YML121W|YML121W d HOG1ID31
p138	YLR113W|NPR66|YNL243W|NPI65|YHL007C|HOG1RD35	edge22071|edge8877|edge3476|edge7987|edge12144	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI65|NPI65 d YHL007C|YHL007C d HOG1RD35
p139	YFR028C|YDL155W|NPR69|YHL007C|CDC14RD19	edge15472|edge4601|edge24337|edge17303	paths	YFR028C u YDL155W|YDL155W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD19
p140	YLR113W|YBL103C|YFR021W|HOG1ID27	edge17158|edge4500|edge11259	paths	YLR113W d YBL103C|YBL103C u YFR021W|YFR021W d HOG1ID27
p141	YFR028C|YDR510W|YJL187C|CDC14ID7	edge14530|edge26058|edge102	paths	YFR028C u YDR510W|YDR510W u YJL187C|YJL187C d CDC14ID7
p142	YFR028C|NPR66|YHR082C|YBL064C|CDC14RD20	edge20541|edge16635|edge21886|edge18393	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YBL064C|YBL064C d CDC14RD20
p143	YFR028C|YLR096W|YAR015W|CDC14RD20	edge9729|edge20732|edge5549	paths	YFR028C u YLR096W|YLR096W u YAR015W|YAR015W d CDC14RD20
p144	YFR028C|YJR053W|NPI61|YJL080C|CDC14RD23	edge2583|edge19389|edge11666|edge10647	paths	YFR028C d YJR053W|YJR053W d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p145	YFR028C|YDR510W|YJL187C|CDC14ID2	edge14530|edge26058|edge23852	paths	YFR028C u YDR510W|YDR510W u YJL187C|YJL187C d CDC14ID2
p146	YLR113W|NPR66|YHR082C|HOG1ID29|YLR248W|HOG1ID31	edge22071|edge16635|edge11764|edge21823|edge7061	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YLR248W|YLR248W d HOG1ID31
p147	YLR113W|YOR039W|YDR135C|HOG1ID32	edge3502|edge19205|edge18984	paths	YLR113W u YOR039W|YOR039W u YDR135C|YDR135C d HOG1ID32
p148	YFR028C|YDL155W|NPR69|YHL007C|CDC14RD15	edge15472|edge4601|edge24337|edge11434	paths	YFR028C u YDL155W|YDL155W d NPR69|NPR69 d YHL007C|YHL007C d CDC14RD15
p149	YOR360C|YJL164C|YGL180W|PDE2RA52	edge26934|edge20991|edge19759	paths	YOR360C d YJL164C|YJL164C d YGL180W|YGL180W d PDE2RA52
p150	YLR113W|PDE2ID42|YJL128C|HOG1ID27|YLR248W|HOG1ID31	edge17446|edge5429|edge10277|edge24450|edge7061	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID27|HOG1ID27 d YLR248W|YLR248W d HOG1ID31
p151	YLR113W|YDL140C|YML121W|HOG1ID27	edge25100|edge3213|edge16427	paths	YLR113W d YDL140C|YDL140C u YML121W|YML121W d HOG1ID27
p152	YLR113W|YKL101W|YHR107C|HOG1ID32	edge13280|edge13024|edge16986	paths	YLR113W d YKL101W|YKL101W u YHR107C|YHR107C d HOG1ID32
p153	YFR028C|YDR477W|NPR73|YJL020C|CDC14ID7	edge25832|edge16027|edge13252|edge9488	paths	YFR028C u YDR477W|YDR477W d NPR73|NPR73 d YJL020C|YJL020C d CDC14ID7
p154	YLR113W|PDE2RA52|YDR507C|YLR314C|HOG1ID32	edge26596|edge11481|edge27358|edge3487	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YLR314C|YLR314C d HOG1ID32
p155	YFR028C|YNL161W|YLR096W|CDC14RD21	edge10053|edge10001|edge4527	paths	YFR028C u YNL161W|YNL161W u YLR096W|YLR096W d CDC14RD21
p156	YLR113W|YGR097W|YER177W|HOG1ID27	edge9720|edge22359|edge24351	paths	YLR113W u YGR097W|YGR097W u YER177W|YER177W d HOG1ID27
p157	YLR113W|PDE2RA52|YBL085W|NPR69|YAL041W|HOG1RD35	edge26596|edge22208|edge15985|edge26752|edge15040	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD35
p158	YLR113W|PDE2RA52|YBL085W|NPR69|YAL041W|HOG1RD38	edge26596|edge22208|edge15985|edge26752|edge1944	paths	YLR113W d PDE2RA52|PDE2RA52 d YBL085W|YBL085W d NPR69|NPR69 d YAL041W|YAL041W d HOG1RD38
p159	YLR113W|YOR061W|YJL187C|HOG1RD33	edge22501|edge20872|edge18860	paths	YLR113W u YOR061W|YOR061W u YJL187C|YJL187C d HOG1RD33
p160	YLR113W|PDE2ID42|YBL085W|NPR69|YHL007C|HOG1RD35	edge17446|edge27224|edge15985|edge24337|edge12144	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPR69|NPR69 d YHL007C|YHL007C d HOG1RD35
p161	YFR028C|NPR66|YBR172C|YDR432W|CDC14ID9	edge20541|edge22729|edge2724|edge5588	paths	YFR028C d NPR66|NPR66 d YBR172C|YBR172C u YDR432W|YDR432W d CDC14ID9
p162	YFR028C|YOR061W|CDC14RD20|YKL101W|CDC14RD15	edge6481|edge19864|edge21734|edge8525	paths	YFR028C u YOR061W|YOR061W d CDC14RD20|CDC14RD20 d YKL101W|YKL101W d CDC14RD15
p163	YFR028C|YNL161W|YHL007C|CDC14RD19	edge10053|edge26951|edge17303	paths	YFR028C u YNL161W|YNL161W u YHL007C|YHL007C d CDC14RD19
p164	YLR113W|YIR006C|YBL007C|HOG1ID32	edge10082|edge22782|edge956	paths	YLR113W d YIR006C|YIR006C u YBL007C|YBL007C d HOG1ID32
p165	YLR113W|NPR66|YER114C|YDR162C|HOG1RD38	edge22071|edge24785|edge13889|edge9433	paths	YLR113W d NPR66|NPR66 d YER114C|YER114C u YDR162C|YDR162C d HOG1RD38
p166	YFR028C|YKL203C|YER133W|CDC14RD24	edge16089|edge21721|edge17490	paths	YFR028C u YKL203C|YKL203C u YER133W|YER133W d CDC14RD24
p167	YLR113W|PDE2RA52|YCL032W|YJL128C|HOG1ID27	edge26596|edge10211|edge17374|edge10277	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID27
p168	YFR028C|YDL149W|YGL180W|CDC14IA6	edge11716|edge24314|edge14730	paths	YFR028C u YDL149W|YDL149W u YGL180W|YGL180W d CDC14IA6
p169	YLR113W|PDE2RA52|YCL032W|YJL128C|HOG1ID29	edge26596|edge10211|edge17374|edge12466	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W d YJL128C|YJL128C d HOG1ID29
p170	YFR028C|YJL187C|YER133W|CDC14RD24	edge26121|edge17999|edge17490	paths	YFR028C u YJL187C|YJL187C u YER133W|YER133W d CDC14RD24
p171	YOR360C|YPL203W|NPR67|YNL243W|PDE2ID43	edge22774|edge17065|edge3469|edge23194	paths	YOR360C d YPL203W|YPL203W d NPR67|NPR67 d YNL243W|YNL243W d PDE2ID43
p172	YFR028C|YJL095W|YKL161C|CDC14RD20	edge17963|edge459|edge1191	paths	YFR028C u YJL095W|YJL095W u YKL161C|YKL161C d CDC14RD20
p173	YFR028C|YNL161W|NPI61|YJL080C|CDC14RD23	edge10053|edge8830|edge11666|edge10647	paths	YFR028C u YNL161W|YNL161W d NPI61|NPI61 d YJL080C|YJL080C d CDC14RD23
p174	YFR028C|YDL025C|CDC14RD20	edge3865|edge22098	paths	YFR028C u YDL025C|YDL025C d CDC14RD20
p175	YLR113W|PDE2ID42|YCL032W|YNL161W|HOG1RD33	edge17446|edge22245|edge8396|edge12917	paths	YLR113W d PDE2ID42|PDE2ID42 d YCL032W|YCL032W u YNL161W|YNL161W d HOG1RD33
p176	YLR113W|YDL140C|YLL039C|HOG1ID25	edge25100|edge3793|edge13058	paths	YLR113W d YDL140C|YDL140C u YLL039C|YLL039C d HOG1ID25
p177	YFR028C|YJL187C|YBR160W|CDC14RD13	edge26121|edge8001|edge9307	paths	YFR028C u YJL187C|YJL187C u YBR160W|YBR160W d CDC14RD13
p178	YFR028C|NPR74|YNL271C|YLR229C|CDC14RD23	edge3342|edge9364|edge23509|edge14205	paths	YFR028C d NPR74|NPR74 d YNL271C|YNL271C u YLR229C|YLR229C d CDC14RD23
p179	YFR028C|NPR74|YPR185W|YGL180W|CDC14RD15	edge3342|edge3457|edge19990|edge7291	paths	YFR028C d NPR74|NPR74 d YPR185W|YPR185W u YGL180W|YGL180W d CDC14RD15
p180	YFR028C|NPR66|YHR082C|YPR032W|CDC14RD20	edge20541|edge16635|edge13148|edge1128	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d YPR032W|YPR032W d CDC14RD20
p181	YLR113W|YOR061W|YDR135C|HOG1ID32	edge22501|edge4439|edge18984	paths	YLR113W u YOR061W|YOR061W u YDR135C|YDR135C d HOG1ID32
p182	YFR028C|NPR74|YER129W|YOR061W|CDC14RD20	edge3342|edge19121|edge11350|edge19864	paths	YFR028C d NPR74|NPR74 d YER129W|YER129W u YOR061W|YOR061W d CDC14RD20
p183	YOR360C|YKL166C|NPI63|YGR162W|PDE2RA58	edge18417|edge18892|edge12098|edge17844	paths	YOR360C d YKL166C|YKL166C d NPI63|NPI63 d YGR162W|YGR162W d PDE2RA58
p184	YLR113W|YOR061W|NPI61|YNL078W|HOG1ID32	edge22501|edge11351|edge23664|edge7006	paths	YLR113W u YOR061W|YOR061W d NPI61|NPI61 d YNL078W|YNL078W d HOG1ID32
p185	YLR113W|PDE2ID42|YLR248W|YPL153C|HOG1RD33	edge17446|edge5702|edge9362|edge17867	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YPL153C|YPL153C d HOG1RD33
p186	YLR113W|PDE2ID42|YLR248W|YPL153C|HOG1ID32	edge17446|edge5702|edge9362|edge2621	paths	YLR113W d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YPL153C|YPL153C d HOG1ID32
p187	YLR113W|YKL101W|NPR67|YKR048C|HOG1ID31	edge13280|edge23257|edge1253|edge8654	paths	YLR113W d YKL101W|YKL101W d NPR67|NPR67 d YKR048C|YKR048C d HOG1ID31
p188	YLR113W|YOR061W|NPI61|YJL020C|HOG1ID29	edge22501|edge11351|edge4117|edge25051	paths	YLR113W u YOR061W|YOR061W d NPI61|NPI61 d YJL020C|YJL020C d HOG1ID29
p189	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YJR059W|HOG1ID28	edge17446|edge5429|edge12466|edge22866|edge1593	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID28
p190	YLR113W|PDE2ID42|YJL128C|HOG1ID29|YJR059W|HOG1ID27	edge17446|edge5429|edge12466|edge22866|edge6075	paths	YLR113W d PDE2ID42|PDE2ID42 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1ID27
p191	YLR113W|NPR66|YNL243W|NPI63|YJR059W|HOG1ID27	edge22071|edge8877|edge16308|edge6361|edge6075	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID27
p192	YLR113W|YIR006C|YJR065C|HOG1ID32	edge10082|edge26002|edge21830	paths	YLR113W d YIR006C|YIR006C u YJR065C|YJR065C d HOG1ID32
p193	YLR113W|YIR006C|NPR70|YAL041W|HOG1RD38	edge10082|edge14801|edge6256|edge1944	paths	YLR113W d YIR006C|YIR006C d NPR70|NPR70 d YAL041W|YAL041W d HOG1RD38
p194	YLR113W|NPR66|YNL243W|NPI63|YJR059W|HOG1ID28	edge22071|edge8877|edge16308|edge6361|edge1593	paths	YLR113W d NPR66|NPR66 d YNL243W|YNL243W d NPI63|NPI63 d YJR059W|YJR059W d HOG1ID28
p195	YLR113W|YER118C|YDL117W|HOG1ID29	edge25020|edge3262|edge5879	paths	YLR113W d YER118C|YER118C u YDL117W|YDL117W d HOG1ID29
p196	YLR113W|YIR006C|NPR70|YAL041W|HOG1RD35	edge10082|edge14801|edge6256|edge15040	paths	YLR113W d YIR006C|YIR006C d NPR70|NPR70 d YAL041W|YAL041W d HOG1RD35
p197	YFR028C|PDE2ID42|YLR248W|YPL153C|CDC14RD19	edge14811|edge5702|edge9362|edge14489	paths	YFR028C d PDE2ID42|PDE2ID42 d YLR248W|YLR248W u YPL153C|YPL153C d CDC14RD19
p198	YFR028C|HOG1RD38|YJL128C|YJR059W|CDC14RD19	edge26845|edge18483|edge16569|edge15351	paths	YFR028C d HOG1RD38|HOG1RD38 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD19
p199	YLR113W|YCL061C|YPL153C|HOG1ID32	edge5499|edge21101|edge2621	paths	YLR113W d YCL061C|YCL061C u YPL153C|YPL153C d HOG1ID32
p200	YFR028C|NPR74|YGL178W|YBR160W|CDC14ID5	edge3342|edge14817|edge22329|edge2045	paths	YFR028C d NPR74|NPR74 d YGL178W|YGL178W u YBR160W|YBR160W d CDC14ID5
p201	YLR113W|PDE2RA52|YCL032W|YER118C|HOG1ID29	edge26596|edge10211|edge21810|edge16737	paths	YLR113W d PDE2RA52|PDE2RA52 d YCL032W|YCL032W u YER118C|YER118C d HOG1ID29
p202	YFR028C|HOG1RD38|YJL128C|YJR059W|CDC14RD20	edge26845|edge18483|edge16569|edge3077	paths	YFR028C d HOG1RD38|HOG1RD38 d YJL128C|YJL128C d YJR059W|YJR059W d CDC14RD20
p203	YLR113W|NPR66|YPL115C|YLR229C|HOG1RD35	edge22071|edge24104|edge20642|edge11466	paths	YLR113W d NPR66|NPR66 d YPL115C|YPL115C u YLR229C|YLR229C d HOG1RD35
p204	YFR028C|YOR061W|YLR096W|CDC14RD21	edge6481|edge18959|edge4527	paths	YFR028C u YOR061W|YOR061W u YLR096W|YLR096W d CDC14RD21
p205	YLR113W|YOR208W|YER118C|HOG1ID29	edge14941|edge18204|edge16737	paths	YLR113W d YOR208W|YOR208W u YER118C|YER118C d HOG1ID29
p206	YLR113W|YLR103C|YPL153C|HOG1RD33	edge5994|edge12005|edge17867	paths	YLR113W u YLR103C|YLR103C u YPL153C|YPL153C d HOG1RD33
p207	YFR028C|NPR66|YBL103C|YHR186C|CDC14RD20	edge20541|edge23733|edge17614|edge3317	paths	YFR028C d NPR66|NPR66 d YBL103C|YBL103C u YHR186C|YHR186C d CDC14RD20
p208	YFR028C|YNL161W|NPI63|YJR059W|CDC14RD20	edge10053|edge20087|edge6361|edge3077	paths	YFR028C u YNL161W|YNL161W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD20
p209	YFR028C|YLR096W|YGL210W|CDC14RD20	edge9729|edge13487|edge16605	paths	YFR028C u YLR096W|YLR096W u YGL210W|YGL210W d CDC14RD20
p210	YFR028C|NPR66|YNL243W|NPR71|YJL020C|CDC14ID7	edge20541|edge8877|edge2281|edge18416|edge9488	paths	YFR028C d NPR66|NPR66 d YNL243W|YNL243W d NPR71|NPR71 d YJL020C|YJL020C d CDC14ID7
p211	YFR028C|YOR061W|CDC14RD20|YLR096W|CDC14RD21	edge6481|edge19864|edge663|edge4527	paths	YFR028C u YOR061W|YOR061W d CDC14RD20|CDC14RD20 d YLR096W|YLR096W d CDC14RD21
p212	YLR113W|PDE2RA52|YDR507C|YMR139W|HOG1ID27	edge26596|edge11481|edge13313|edge9265	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YMR139W|YMR139W d HOG1ID27
p213	YOR360C|YPL203W|NPR70|YBR059C|PDE2RA58	edge22774|edge3028|edge12567|edge13070	paths	YOR360C d YPL203W|YPL203W d NPR70|NPR70 d YBR059C|YBR059C d PDE2RA58
p214	YFR028C|YDL155W|NPR69|YDR507C|CDC14RD23	edge15472|edge4601|edge22074|edge23009	paths	YFR028C u YDL155W|YDL155W d NPR69|NPR69 d YDR507C|YDR507C d CDC14RD23
p215	YLR113W|YLR248W|YHR031C|HOG1ID29	edge12768|edge25956|edge7722	paths	YLR113W d YLR248W|YLR248W d YHR031C|YHR031C d HOG1ID29
p216	YLR113W|YKL101W|NPR67|YHL007C|HOG1RD35	edge13280|edge23257|edge6326|edge12144	paths	YLR113W d YKL101W|YKL101W d NPR67|NPR67 d YHL007C|YHL007C d HOG1RD35
p217	YFR028C|YER177W|NPI63|YJR059W|CDC14RD20	edge25958|edge15393|edge6361|edge3077	paths	YFR028C u YER177W|YER177W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD20
p218	YLR113W|PDE2ID42|YBL085W|NPI65|YGR240C|HOG1ID27	edge17446|edge27224|edge3835|edge15987|edge10558	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W d NPI65|NPI65 d YGR240C|YGR240C d HOG1ID27
p219	YFR028C|YKR010C|YOR061W|CDC14RD20	edge7475|edge18398|edge19864	paths	YFR028C u YKR010C|YKR010C u YOR061W|YOR061W d CDC14RD20
p220	YFR028C|YNL161W|NPI61|YHL009C|CDC14RD23	edge10053|edge8830|edge19208|edge11604	paths	YFR028C u YNL161W|YNL161W d NPI61|NPI61 d YHL009C|YHL009C d CDC14RD23
p221	YFR028C|YER125W|YDR432W|CDC14ID9	edge7558|edge960|edge5588	paths	YFR028C u YER125W|YER125W d YDR432W|YDR432W d CDC14ID9
p222	YFR028C|NPR66|YBR172C|YOL139C|CDC14ID9	edge20541|edge22729|edge5572|edge21668	paths	YFR028C d NPR66|NPR66 d YBR172C|YBR172C u YOL139C|YOL139C d CDC14ID9
p223	YLR113W|YGR097W|YFR028C|HOG1RD33	edge9720|edge17061|edge9388	paths	YLR113W u YGR097W|YGR097W u YFR028C|YFR028C d HOG1RD33
p224	YFR028C|YNL307C|NPR76|YJR059W|CDC14RD20	edge18452|edge22994|edge21920|edge3077	paths	YFR028C u YNL307C|YNL307C d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD20
p225	YLR113W|PDE2ID42|YBL085W|YGR052W|HOG1ID32	edge17446|edge27224|edge3702|edge1294	paths	YLR113W d PDE2ID42|PDE2ID42 d YBL085W|YBL085W u YGR052W|YGR052W d HOG1ID32
p226	YLR113W|YGR097W|YFR028C|HOG1RD38	edge9720|edge17061|edge26845	paths	YLR113W u YGR097W|YGR097W u YFR028C|YFR028C d HOG1RD38
p227	YFR028C|YNL307C|YFR014C|CDC14IA6	edge18452|edge6776|edge10042	paths	YFR028C u YNL307C|YNL307C d YFR014C|YFR014C d CDC14IA6
p228	YFR028C|YCL024W|YJR076C|CDC14RD23	edge22003|edge16913|edge18074	paths	YFR028C u YCL024W|YCL024W u YJR076C|YJR076C d CDC14RD23
p229	YFR028C|YOR061W|NPI61|YJL020C|CDC14ID7	edge6481|edge11351|edge4117|edge9488	paths	YFR028C u YOR061W|YOR061W d NPI61|NPI61 d YJL020C|YJL020C d CDC14ID7
p230	YFR028C|YIL095W|CDC14RD23|YKL101W|CDC14RD15	edge27089|edge6290|edge12414|edge8525	paths	YFR028C u YIL095W|YIL095W d CDC14RD23|CDC14RD23 d YKL101W|YKL101W d CDC14RD15
p231	YFR028C|NPR66|YHR082C|HOG1ID29|YJR059W|CDC14RD19	edge20541|edge16635|edge11764|edge22866|edge15351	paths	YFR028C d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p232	YLR113W|NPR66|YHR082C|HOG1ID29|YJR059W|HOG1RD33	edge22071|edge16635|edge11764|edge22866|edge17453	paths	YLR113W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d HOG1RD33
p233	YLR113W|PDE2RA52|YDR507C|CDC14RD23|YCR002C|HOG1ID32	edge26596|edge11481|edge23009|edge23480|edge1614	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C d CDC14RD23|CDC14RD23 d YCR002C|YCR002C d HOG1ID32
p234	YOR360C|YJL164C|NPR76|YHR016C|PDE2RA58	edge26934|edge23417|edge1371|edge21005	paths	YOR360C d YJL164C|YJL164C d NPR76|NPR76 d YHR016C|YHR016C d PDE2RA58
p235	YFR028C|YER177W|NPI63|YJR059W|CDC14RD19	edge25958|edge15393|edge6361|edge15351	paths	YFR028C u YER177W|YER177W d NPI63|NPI63 d YJR059W|YJR059W d CDC14RD19
p236	YFR028C|YNL307C|NPR76|YJR059W|CDC14RD19	edge18452|edge22994|edge21920|edge15351	paths	YFR028C u YNL307C|YNL307C d NPR76|NPR76 d YJR059W|YJR059W d CDC14RD19
p237	YOR360C|YJL164C|CDC14RD20|YLR096W|PDE2RA52	edge26934|edge24413|edge663|edge20343	paths	YOR360C d YJL164C|YJL164C d CDC14RD20|CDC14RD20 d YLR096W|YLR096W d PDE2RA52
p238	YFR028C|HOG1RD33|YJL128C|HOG1ID29|YJR059W|CDC14RD19	edge9388|edge13012|edge12466|edge22866|edge15351	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD19
p239	YLR113W|PDE2RA52|YDR507C|YHR107C|HOG1ID32	edge26596|edge11481|edge15850|edge16986	paths	YLR113W d PDE2RA52|PDE2RA52 d YDR507C|YDR507C u YHR107C|YHR107C d HOG1ID32
p240	YLR113W|PDE2RA52|YLR257W|YNL183C|HOG1ID31	edge26596|edge21210|edge22636|edge1493	paths	YLR113W d PDE2RA52|PDE2RA52 d YLR257W|YLR257W u YNL183C|YNL183C d HOG1ID31
p241	YFR028C|YNL307C|YJR076C|CDC14RD23	edge18452|edge22748|edge18074	paths	YFR028C u YNL307C|YNL307C u YJR076C|YJR076C d CDC14RD23
p242	YLR113W|YGR218W|NPR66|YHR082C|HOG1ID29	edge7028|edge23185|edge16635|edge11764	paths	YLR113W u YGR218W|YGR218W d NPR66|NPR66 d YHR082C|YHR082C d HOG1ID29
p243	YFR028C|NPR74|YPR185W|YGL180W|CDC14IA6	edge3342|edge3457|edge19990|edge14730	paths	YFR028C d NPR74|NPR74 d YPR185W|YPR185W u YGL180W|YGL180W d CDC14IA6
p244	YFR028C|YJL076W|YDL025C|CDC14RD20	edge5395|edge5853|edge22098	paths	YFR028C u YJL076W|YJL076W u YDL025C|YDL025C d CDC14RD20
p245	YFR028C|YNL307C|NPR76|YNL027W|CDC14RD20	edge18452|edge22994|edge20615|edge23985	paths	YFR028C u YNL307C|YNL307C d NPR76|NPR76 d YNL027W|YNL027W d CDC14RD20
p246	YFR028C|HOG1RD33|YJL128C|HOG1ID29|YJR059W|CDC14RD20	edge9388|edge13012|edge12466|edge22866|edge3077	paths	YFR028C d HOG1RD33|HOG1RD33 d YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YJR059W|YJR059W d CDC14RD20
p247	YOR360C|YJL164C|NPR73|YKL008C|PDE2RA58	edge26934|edge19836|edge15986|edge13692	paths	YOR360C d YJL164C|YJL164C d NPR73|NPR73 d YKL008C|YKL008C d PDE2RA58
p248	YLR113W|YCL032W|YER118C|HOG1ID29	edge18665|edge21810|edge16737	paths	YLR113W d YCL032W|YCL032W u YER118C|YER118C d HOG1ID29
p249	YFR028C|YIL106W|NPI65|YLR096W|CDC14RD21	edge21833|edge24267|edge539|edge4527	paths	YFR028C u YIL106W|YIL106W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p250	YFR028C|YJL095W|YHR030C|CDC14RD19	edge17963|edge12682|edge15221	paths	YFR028C u YJL095W|YJL095W u YHR030C|YHR030C d CDC14RD19
p251	YOR360C|YJL164C|PDE2RA54	edge26934|edge18630	paths	YOR360C d YJL164C|YJL164C d PDE2RA54
p252	YOR360C|YJL164C|PDE2RA52	edge26934|edge14917	paths	YOR360C d YJL164C|YJL164C d PDE2RA52
p253	YFR028C|YDL140C|YOR224C|CDC14RD20	edge5596|edge8909|edge14335	paths	YFR028C d YDL140C|YDL140C u YOR224C|YOR224C d CDC14RD20
p254	YLR113W|YOR061W|YFR028C|HOG1RD33	edge22501|edge6481|edge9388	paths	YLR113W u YOR061W|YOR061W u YFR028C|YFR028C d HOG1RD33
p255	YFR028C|YJL128C|HOG1ID29|YLR096W|CDC14RD21	edge14720|edge12466|edge19181|edge4527	paths	YFR028C u YJL128C|YJL128C d HOG1ID29|HOG1ID29 d YLR096W|YLR096W d CDC14RD21
p256	YLR113W|YLR248W|HOG1ID25|YHR158C|HOG1ID29	edge12768|edge9905|edge2709|edge3270	paths	YLR113W d YLR248W|YLR248W d HOG1ID25|HOG1ID25 d YHR158C|YHR158C d HOG1ID29
p257	YFR028C|YGR040W|YKL161C|CDC14RD20	edge21080|edge21111|edge1191	paths	YFR028C u YGR040W|YGR040W u YKL161C|YKL161C d CDC14RD20
p258	YLR113W|YOR061W|YFR028C|HOG1RD38	edge22501|edge6481|edge26845	paths	YLR113W u YOR061W|YOR061W u YFR028C|YFR028C d HOG1RD38
p259	YLR113W|PDE2RA52|YKR048C|YDR162C|HOG1RD38	edge26596|edge17922|edge8787|edge9433	paths	YLR113W d PDE2RA52|PDE2RA52 d YKR048C|YKR048C u YDR162C|YDR162C d HOG1RD38
p260	YFR028C|HOG1RD38|YBL085W|NPI65|YLR096W|CDC14RD21	edge26845|edge17052|edge3835|edge539|edge4527	paths	YFR028C d HOG1RD38|HOG1RD38 d YBL085W|YBL085W d NPI65|NPI65 d YLR096W|YLR096W d CDC14RD21
p261	YOR360C|YJL164C|YFL023W|PDE2ID43	edge26934|edge22313|edge21217	paths	YOR360C d YJL164C|YJL164C d YFL023W|YFL023W d PDE2ID43
p262	YFR028C|HOG1RD33|YLR096W|YJL187C|CDC14ID2	edge9388|edge7059|edge15223|edge23852	paths	YFR028C d HOG1RD33|HOG1RD33 d YLR096W|YLR096W u YJL187C|YJL187C d CDC14ID2
p263	YFR028C|NPR66|YDR229W|YDR388W|CDC14RD24	edge20541|edge19149|edge27167|edge19039	paths	YFR028C d NPR66|NPR66 d YDR229W|YDR229W u YDR388W|YDR388W d CDC14RD24
p264	YFR028C|YLR079W|YPR119W|CDC14RD15	edge6545|edge17269|edge25060	paths	YFR028C d YLR079W|YLR079W u YPR119W|YPR119W d CDC14RD15
